Word,Length,SUBTLCD,Pron
contours,8,0.23,"k""An.tUrz"
compositions,12,0.23,"k%Am.p@z.""I.Sn=z"
compounded,10,0.23,"k@m.p""aUn4.@d"
compressor,10,0.23,"k@m.pr""Es.@`"
computing,9,0.23,"k@m.pj""u4.IN"
concise,7,0.23,"k@n.s""aIs"
condemnation,12,0.23,"k%An.4@m.n""e.Sn="
conducts,8,0.23,"k@n.d""Vkts"
collegiate,10,0.23,"k@.l""idZ.i@t"
colts,5,0.23,"k""olts"
comparisons,11,0.23,"k@m.p""a.rI.sn=z"
compatibility,13,0.23,"k@m.p%a.4@.b""Il.@.4i"
clogging,8,0.23,"kl""Ag.IN"
clove,5,0.23,"kl""ov"
coated,6,0.23,"k""o4.@d"
coercion,8,0.23,"ko.""3`.Sn="
christened,10,0.23,"kr""Is.n=d"
circulatory,11,0.23,"s""3`.kj@.l@t.%O.ri"
clapped,7,0.23,"kl""apt"
celluloid,9,0.23,"s""E.lj@l.OId"
chatted,7,0.23,"tS""a4.@d"
Chaucer,7,0.23,"tS""O.s@`"
cherub,6,0.23,"tS""E.r@b"
cardinals,9,0.23,"k""Ar.dn=.@lz"
carnivore,9,0.23,"k""Ar.n@.vOr"
caste,5,0.23,"k""ast"
catnip,6,0.23,"k""at.n%Ip"
cautiously,10,0.23,"k""O.S@s.li"
calisthenics,12,0.23,"k%a.l@s.T""E.nIks"
cancers,7,0.23,"k""an.s@`z"
canoes,6,0.23,"k@.n""uz"
Buddhists,9,0.23,"b""u.4Ists"
bullfrog,8,0.23,"b""Ul.fr%Ag"
bookings,8,0.23,"b""Uk.INz"
borscht,7,0.23,"""bOrSt"
botany,6,0.23,"b""A.4@.ni"
bracing,7,0.23,"br""es.IN"
bracket,7,0.23,"br""a.k@t"
bolo,4,0.23,"b""o.lo"
benefited,9,0.23,"b""E.n@.f%I4.@d"
billiards,9,0.23,"b""I.lj@`dz"
bishops,7,0.23,"b""I.S@ps"
Baptists,8,0.23,"b""ap.tIsts"
beatnik,7,0.23,"b""it.nIk"
beckons,7,0.23,"b""E.k@nz"
autism,6,0.23,"""O.4I.zm="
avarice,7,0.23,"""a.v@`.rIs"
bade,4,0.23,"b""ad"
badness,7,0.23,"b""ad.n@s"
balconies,9,0.23,"b""al.k@.niz"
astound,7,0.23,"@.st""aUnd"
attuned,7,0.23,"@.t""und"
apex,4,0.23,"""e.pEks"
apologetic,10,0.23,"@.p%A.l@.dZ""E.4Ik"
appropriations,14,0.23,"@.pr%o.pri.""e.Sn=z"
aptly,5,0.23,"""apt.li"
Argentine,9,0.23,"""Ar.dZ@n.t%in"
armaments,9,0.23,"""Arm.@.m@nts"
armchair,8,0.23,"""Arm.tS%Er"
anaconda,8,0.23,"%a.n@.k""An.4@"
angling,7,0.23,"""aN.gl=.IN"
antagonistic,12,0.23,"an.t%a.g@.n""Ist.Ik"
aground,7,0.23,"@.gr""aUnd"
albatross,9,0.23,"""al.b@.trAs"
algae,5,0.23,"""al.gi"
alternating,11,0.23,"""Ol.t@`.n%e4.IN"
alters,6,0.23,"""Ol.t@`z"
amended,7,0.23,"@.m""En4.@d"
advertisers,11,0.23,"""ad.v@`.t%aIz.@`z"
agitate,7,0.23,"""a.dZ@.tet"
abolished,9,0.21,"@.b""A.lISt"
absentee,8,0.21,"%ab.sn=t.""i"
abysmal,7,0.21,"@.b""Iz.ml="
accumulating,12,0.21,"@.kj""u.mj@.l%e4.IN"
writhing,8,0.21,"r""aID.IN"
yearned,7,0.21,"j""3`nd"
yelping,7,0.21,"j""Elp.IN"
yielding,8,0.21,"j""ild.IN"
Yonkers,7,0.21,"""jANk@`z"
whizzing,8,0.21,"hw""Iz.IN"
windfall,8,0.21,"w""Ind.f%Ol"
winking,7,0.21,"w""INk.IN"
weakens,7,0.21,"w""ik.@nz"
vindication,11,0.21,"v%In.4@.k""e.Sn="
vitro,5,0.21,"v""i.tro"
voiced,6,0.21,"v""OIst"
wallflower,10,0.21,"w""Ol.fl%aUr"
veils,5,0.21,"v""elz"
ventilate,9,0.21,"v""En.4l=.et"
unrequited,10,0.21,"%Vn.rI.kw""aI4.@d"
unsightly,9,0.21,"Vn.s""aIt.li"
unwell,6,0.21,"Vn.w""El"
upheld,6,0.21,"%Vp.h""Eld"
uproot,6,0.21,"%Vp.r""ut"
upshot,6,0.21,"""Vp.S%At"
underfoot,9,0.21,"%Vn.4@`.f""Ut"
undergrad,9,0.21,"""Vn.4@`.gr%ad"
unfortunates,12,0.21,"Vn.f""Or.tSun.@ts"
unchecked,9,0.21,"Vn.tS""Ekt"
unconscionable,14,0.21,"Vn.k""An.Sn=.@.bl="
undamaged,9,0.21,"Vn.d""a.m@dZd"
trappings,9,0.21,"tr""ap.INz"
traverse,8,0.21,"tr@.v""3`s"
trickster,9,0.21,"tr""Ik.st@`"
truant,6,0.21,"tr""u@nt"
toner,5,0.21,"t""on.@`"
totals,6,0.21,"t""o.4l=z"
transcendent,12,0.21,"tran.s""En4.@nt"
transistor,10,0.21,"tran.z""I.st@`"
thrashed,8,0.21,"Tr""aSt"
tidbits,7,0.21,"t""Id.bIts"
tinsel,6,0.21,"t""In.sl="
Tennyson,8,0.21,"t""E.nI.sn="
terrifies,9,0.21,"t""E.r@.faIz"
thicket,7,0.21,"T""I.kIt"
tabernacle,10,0.21,"t""a.b@`.n%a.kl="
tactile,7,0.21,"t""ak.tl="
talons,6,0.21,"t""a.l@nz"
tardiness,9,0.21,"t""Ar.4i.n@s"
tarry,5,0.21,"t""a.ri"
tassels,7,0.21,"t""a.sl=z"
technologically,15,0.21,"t%Ek.n@.l""A.dZI.kli"
teething,8,0.21,"t""iD.IN"
supervisors,11,0.21,"s""u.p@`.v%aIz.@`z"
swarmed,7,0.21,"sw""Ormd"
Swedes,6,0.21,"sw""idz"
swooping,8,0.21,"sw""up.IN"
symbolize,9,0.21,"s""Im.bl=.aIz"
substantiate,12,0.21,"s@b.st""an.Si.et"
succumb,7,0.21,"s@.k""Vm"
superfluous,11,0.21,"su.p""3`.flu@s"
stockroom,9,0.21,"st""Ak.r%um"
stony,5,0.21,"st""on.i"
stopper,7,0.21,"st""Ap.@`"
stragglers,10,0.21,"str""a.gl=.@`z"
stresses,8,0.21,"str""Es.@z"
strengthened,12,0.21,"str""ENT.@nd"
strengthening,13,0.21,"str""ENT.@n.IN"
striker,7,0.21,"str""aIk.@`"
stubby,6,0.21,"st""Vb.i"
stupor,6,0.21,"st""u.p@`"
sty,3,0.21,"st""aI"
spewing,7,0.21,"spj""u.IN"
spheres,7,0.21,"sf""Irz"
spittoon,8,0.21,"spI.t""un"
splice,6,0.21,"spl""aIs"
splurge,7,0.21,"spl""3`dZ"
spool,5,0.21,"sp""ul"
sprinkling,10,0.21,"spr""IN.kl=.IN"
spurt,5,0.21,"sp""3`t"
sputnik,7,0.21,"sp""Ut.nIk"
sobering,8,0.21,"s""o.b@`.IN"
sodomy,6,0.21,"s""A.4@m.i"
softener,8,0.21,"s""Of.n=.@`"
solicited,9,0.21,"s@.l""I.s@4.@d"
southpaw,8,0.21,"s""aUT.p%O"
speakeasy,9,0.21,"sp""ik.%iz.i"
slated,6,0.21,"sl""e4.@d"
sleepers,8,0.21,"sl""ip.@`z"
slings,6,0.21,"sl""INz"
slough,6,0.21,"sl""Vf"
snatcher,8,0.21,"sn""atS.@`"
snowfall,8,0.21,"sn""o.f%Ol"
sharpshooters,13,0.21,"S""Arp.S%u4.@`z"
shear,5,0.21,"S""Ir"
shire,5,0.21,"S""aIr"
shoemaker,9,0.21,"S""u.m%ek.@`"
shopkeeper,10,0.21,"S""Ap.k%ip.@`"
shrivel,7,0.21,"Sr""I.vl="
shriveled,9,0.21,"Sr""I.vl=d"
shuffleboard,12,0.21,"S""V.fl=.b%Ord"
shuffled,8,0.21,"S""V.fl=d"
segments,8,0.21,"s""Eg.m@nts"
sentient,8,0.21,"s""En.Sn=t"
settlements,11,0.21,"s""E.4l=.m@nts"
shackled,8,0.21,"S""a.kl=d"
scholastic,10,0.21,"sk@.l""a.stIk"
scoured,7,0.21,"sk""aUrd"
scud,4,0.21,"sk""Vd"
sculpt,6,0.21,"sk""Vlpt"
sacrilegious,12,0.21,"s%a.kr@.l""IdZ.@s"
salesgirl,9,0.21,"s""elz.g%3`l"
sanatorium,10,0.21,"s%a.n@.t""O.ri@m"
sarsaparilla,12,0.21,"s%Ar.s@.p@`.r""I.l@"
saturation,10,0.21,"s%a.tS@`.r""e.Sn="
savant,6,0.21,"sa.v""Ant"
ruffled,7,0.21,"r""V.fl=d"
retreats,8,0.21,"rI.tr""its"
retroactive,11,0.21,"r%E.tro.""akt.Iv"
Rhine,5,0.21,"r""aIn"
rivets,6,0.21,"r""I.v@ts"
reprisals,9,0.21,"rI.pr""aIz.l=z"
requisite,9,0.21,"r""E.kw@.zIt"
regenerate,10,0.21,"rI.dZ""E.n@`.ret"
remarked,8,0.21,"rI.m""Arkt"
rebelled,8,0.21,"rI.b""Eld"
recitation,10,0.21,"r%E.s@t.""e.Sn="
reclining,9,0.21,"rI.kl""aIn.IN"
recognizance,12,0.21,"rI.k""Ag.nI.zn=s"
refine,6,0.21,"rI.f""aIn"
refunds,7,0.21,"r""i.fVndz"
raged,5,0.21,"r""edZd"
ragging,7,0.21,"r""ag.IN"
raked,5,0.21,"r""ekt"
rancho,6,0.21,"r""an.tSo"
reaping,7,0.21,"r""ip.IN"
reared,6,0.21,"r""Ird"
Quebec,6,0.21,"kwI.b""Ek"
quirk,5,0.21,"kw""3`k"
quotas,6,0.21,"kw""o.4@z"
racially,8,0.21,"r""e.Sl=.i"
progressively,13,0.21,"pr@.gr""Es.Iv.li"
prolific,8,0.21,"pr@.l""I.fIk"
propagate,9,0.21,"pr""A.p@.get"
prophetic,9,0.21,"pr@.f""E4.Ik"
propriety,9,0.21,"pr@.pr""aI@.4i"
prostrate,9,0.21,"pr""A.stret"
Provence,8,0.21,"pr@.v""Ans"
psychoanalysis,14,0.21,"s%aI.ko@.n""a.l@.sIs"
psychotherapy,13,0.21,"s%aI.ko.T""E.r@.pi"
premiums,8,0.21,"pr""i.mi@mz"
presentations,13,0.21,"pr%E.zn=t.""e.Sn=z"
prim,4,0.21,"pr""Im"
primping,8,0.21,"pr""Imp.IN"
profess,7,0.21,"pr@.f""Es"
professions,11,0.21,"pr@.f""E.Sn=z"
porterhouse,11,0.21,"p""Or.4@`.h%aUs"
Poseidon,8,0.21,"p@.s""aI.dn="
postmark,8,0.21,"p""ost.m%Ark"
potluck,7,0.21,"p%At.l""Vk"
prattle,7,0.21,"pr""a.4l="
plaything,9,0.21,"pl""e.T%IN"
plummet,7,0.21,"pl""V.m@t"
policewoman,11,0.21,"p@.l""is.w%U.m@n"
poltergeist,11,0.21,"""pAlt@%gaIst"
pomp,4,0.21,"p""Amp"
picker,6,0.21,"p""Ik.@`"
Pisces,6,0.21,"p""aI.siz"
pituitary,9,0.21,"pI.t""u@.t%E.ri"
planetarium,11,0.21,"pl%a.n@t.""E.ri@m"
personified,11,0.21,"p@`.s""An.@.faId"
pertains,8,0.21,"p@`.t""enz"
peruse,6,0.21,"p@`.r""uz"
petitioner,10,0.21,"p@.t""I.Sn=.@`"
passkey,7,0.21,"p""as.k%i"
patrolmen,9,0.21,"p@.tr""ol.m@n"
paperback,9,0.21,"p""e.p@`.b%ak"
paratroopers,12,0.21,"p""a.r@.tr%up.@`z"
pariah,6,0.21,"p@`.r""aI@"
orphaned,8,0.21,"""Or.fn=d"
outlast,7,0.21,"%aUt.l""ast"
overcast,8,0.21,"%o.v@`.k""ast"
overcomes,9,0.21,"%o.v@`.k""Vmz"
offstage,8,0.21,"%Of.st""edZ"
oft,3,0.21,"""Oft"
omitted,7,0.21,"o.m""I4.@d"
onwards,7,0.21,"""An.w@`dz"
oodles,6,0.21,"""u.4l=z"
opportunist,11,0.21,"%A.p@`.t""un.Ist"
nonviolent,10,0.21,"nAn.v""aI@.l@nt"
nozzle,6,0.21,"n""A.zl="
null,4,0.21,"n""Vl"
nympho,6,0.21,"n""Im.fo"
nymphomaniac,12,0.21,"n%Im.f@.m""e.ni.ak"
objectionable,13,0.21,"@b.dZ""Ek.Sn=.@.bl="
negate,6,0.21,"n@.g""et"
Netherlands,11,0.21,"n""E.D@`.l@ndz"
Nigeria,7,0.21,"naI.dZ""I.ri@"
nohow,5,0.21,"""nohaU"
muted,5,0.21,"mj""u4.@d"
narcissism,10,0.21,"n""Ar.sI.s%I.zm="
neatness,8,0.21,"n""it.n@s"
mopped,6,0.21,"m""Apt"
Moroccan,8,0.21,"m@`.r""A.k@n"
mousy,5,0.21,"m""aUs.i"
millennia,9,0.21,"mI.l""E.ni@"
medial,6,0.21,"m""i.4i@l"
melodies,8,0.21,"m""E.l@.4iz"
Midas,5,0.21,"m""aI.4@s"
migrating,9,0.21,"m""aI.gre4.IN"
massacres,9,0.21,"m""a.s@.k@`z"
meaty,5,0.21,"m""i4.i"
managerial,10,0.21,"m%a.n@dZ.""Ir.i@l"
maniacal,8,0.21,"m@.n""aI@k.@l"
loafer,6,0.21,"l""of.@`"
looms,5,0.21,"l""umz"
loosening,9,0.21,"l""us.n=.IN"
lop,3,0.21,"l""Ap"
lotions,7,0.21,"l""o.Sn=z"
loused,6,0.21,"l""aUst"
Leningrad,9,0.21,"l""E.nIN.grad"
levers,6,0.21,"l""E.v@`z"
levitate,8,0.21,"l""E.v@.tet"
levity,6,0.21,"l""E.v@.4i"
liquidated,10,0.21,"l""I.kwId.%e4.@d"
lira,4,0.21,"l""I.r@"
lances,6,0.21,"l""ans.@z"
landmarks,9,0.21,"l""and.m%Arks"
latched,7,0.21,"l""atSt"
labelled,8,0.21,"l""e.bl=d"
jabs,4,0.21,"dZ""abz"
jailbreak,9,0.21,"""dZel%brek"
Johannesburg,12,0.21,"dZo.h""a.nIs.b3`g"
intoxication,12,0.21,"In.t%Ak.s@.k""e.Sn="
Ireland,7,0.21,"""aIr.l@nd"
inherits,8,0.21,"In.h""E.r@ts"
inlet,5,0.21,"""In.l%Et"
infield,7,0.21,"""In.f%ild"
influenza,9,0.21,"%In.flu.""En.z@"
impassioned,11,0.21,"Im.p""a.Sn=d"
impunity,8,0.21,"Im.pj""u.n@.4i"
incidence,9,0.21,"""In.sI.dn=s"
incline,7,0.21,"""In.klaIn"
hurdles,7,0.21,"h""3`.4l=z"
idyllic,7,0.21,"aI.d""Il.Ik"
immodest,8,0.21,"I.m""A.4@st"
hooter,6,0.21,"h""u4.@`"
hostesses,9,0.21,"h""ost.@s.@z"
huffy,5,0.21,"h""Vf.i"
humbug,6,0.21,"h""Vm.bVg"
helmsman,8,0.21,"h""Elmz.m@n"
heretic,7,0.21,"h""E.r@.4Ik"
hippopotamus,12,0.21,"h%I.p@.p""A.4@.m@s"
handsomer,9,0.21,"h""an.sm=.@`"
hapless,7,0.21,"h""ap.l@s"
happenings,10,0.21,"h""a.p@n.INz"
harnessed,9,0.21,"h""Ar.n@st"
hauls,5,0.21,"h""Olz"
heady,5,0.21,"h""E4.i"
healthiest,10,0.21,"h""ElT.i.Ist"
heartthrob,10,0.21,"h""Art.Tr%Ab"
gunslinger,10,0.21,"g""Vn.sl%IN.@`"
haggling,8,0.21,"h""a.gl=.IN"
hacienda,8,0.21,"h%a.si.""En.4@"
halfback,8,0.21,"h""af.b%ak"
halted,6,0.21,"h""Olt.@d"
graced,6,0.21,"gr""est"
grander,7,0.21,"gr""an4.@`"
grandfathers,12,0.21,"gr""and.f%A.D@`z"
grandiose,9,0.21,"gr""an.4i.os"
grandsons,9,0.21,"gr""and.s%Vnz"
grasshoppers,12,0.21,"gr""as.h%Ap.@`z"
gratuitous,10,0.21,"gr@.t""u@.4@s"
Grenada,7,0.21,"gr@.n""e.4@"
grinds,6,0.21,"gr""aIndz"
grindstone,10,0.21,"gr""aInd.st%on"
gripped,7,0.21,"gr""Ipt"
ginseng,7,0.21,"dZ""In.sEN"
giveth,6,0.21,"g""Iv.IT"
glassy,6,0.21,"gl""as.i"
Gloucester,10,0.21,"gl""A.st@`"
fullback,8,0.21,"f""Ul.b%ak"
gaff,4,0.21,"g""af"
gangplank,9,0.21,"g""aN.pl%aNk"
foxholes,8,0.21,"f""Aks.h%olz"
fractions,9,0.21,"fr""ak.Sn=z"
freckle,7,0.21,"fr""E.kl="
freer,5,0.21,"fr""i@`"
fronted,7,0.21,"fr""Vn4.@d"
flicking,8,0.21,"fl""Ik.IN"
flooring,8,0.21,"fl""Or.IN"
flopped,7,0.21,"fl""Apt"
Florentine,10,0.21,"fl""O.r@n.t%in"
foiled,6,0.21,"f""OIld"
footnote,8,0.21,"f""Ut.n%ot"
footsie,7,0.21,"f""Ut.si"
foreground,10,0.21,"f""Or.graUnd"
foreheads,9,0.21,"f""Or.hEdz"
firewater,9,0.21,"f""aIr.w%O.4@`"
flanking,8,0.21,"fl""aNk.IN"
favoritism,10,0.21,"f""e.v@`.It.%I.zm="
fenders,7,0.21,"f""En4.@`z"
exonerated,10,0.21,"Ig.z""A.n@`.r%e4.@d"
exorbitant,10,0.21,"Ig.z""Or.bI.4@nt"
explicitly,10,0.21,"Ik.spl""I.s@t.li"
exposes,7,0.21,"Ik.sp""oz.@z"
extrapolate,11,0.21,"Ik.str""a.p@.let"
extremist,9,0.21,"Ik.str""im.Ist"
facets,6,0.21,"f""a.s@ts"
erroneous,9,0.21,"I.r""o.ni@s"
escapade,8,0.21,"%E.sk@.p""ed"
ethereal,8,0.21,"I.T""Ir.i@l"
Ethiopia,8,0.21,"%i.Ti.""o.pi@"
evaluating,10,0.21,"I.v""a.lju.%e4.IN"
engages,7,0.21,"In.g""edZ.@z"
engraving,9,0.21,"In.gr""ev.IN"
enrollment,10,0.21,"In.r""ol.m@nt"
Episcopalian,12,0.21,"I.p%I.sk@.p""el.i@n"
equate,6,0.21,"I.kw""et"
electrifying,12,0.21,"I.l""Ek.tr@.f%aI.IN"
emcee,5,0.21,"Em.s""i"
emphatically,12,0.21,"Im.f""a.4Ik.li"
durable,7,0.21,"d""U.r@.bl="
dusky,5,0.21,"d""Vsk.i"
earshot,7,0.21,"""Ir.S%At"
earthy,6,0.21,"""3`T.i"
ebb,3,0.21,"""Eb"
eccentricities,14,0.21,"%Ek.sEn.tr""Is.@.4iz"
Dominican,9,0.21,"d@.m""I.nI.k@n"
Dominique,9,0.21,"d%A.m@.n""ik"
downy,5,0.21,"d""aUn.i"
druggist,8,0.21,"dr""Vg.Ist"
dueling,7,0.21,"d""u@l.IN"
disservice,10,0.21,"dIs.s""3`.v@s"
dissipated,10,0.21,"d""I.s@.p%e4.@d"
doer,4,0.21,"d""u@`"
directional,11,0.21,"d@.r""Ek.Sn=.@l"
directives,10,0.21,"d@.r""Ekt.Ivz"
disinfect,9,0.21,"d%Is.In.f""Ekt"
destruct,8,0.21,"dI.str""Vkt"
dilute,6,0.21,"daI.l""ut"
degeneration,12,0.21,"dI.dZ%E.n@`.r""e.Sn="
demean,6,0.21,"dI.m""in"
demure,6,0.21,"dI.mj""Ur"
depicting,9,0.21,"dI.p""Ikt.IN"
decapitate,10,0.21,"dI.k""a.pI.tet"
deference,9,0.21,"d""E.f@`.@ns"
crusaders,9,0.21,"kru.s""e4.@`z"
culmination,11,0.21,"k%Vl.m@.n""e.Sn="
cutlery,7,0.21,"k""Vt.l@`.ri"
cyclone,7,0.21,"s""aI.klon"
daresay,7,0.21,"dEr.s""e"
crackles,8,0.21,"kr""a.kl=z"
creamer,7,0.21,"kr""im.@`"
crescendo,9,0.21,"kr@.S""En.4o"
croaks,6,0.21,"kr""oks"
convicting,10,0.21,"k@n.v""Ikt.IN"
corporeal,9,0.21,"kOr.p""O.ri@l"
correspondents,14,0.21,"k%O.r@.sp""An4.@nts"
corresponds,11,0.21,"k%O.r@.sp""Andz"
corrosive,9,0.21,"k@`.r""os.Iv"
consisting,10,0.21,"k@n.s""Ist.IN"
constellations,14,0.21,"k%An.st@.l""e.Sn=z"
contaminating,13,0.21,"k@n.t""a.m@.n%e4.IN"
contingencies,13,0.21,"k@n.t""In.dZ@ns.iz"
contraceptives,14,0.21,"k%An.tr@.s""Ep.tIvz"
composers,9,0.21,"k@m.p""oz.@`z"
conclusively,12,0.21,"k@n.kl""us.Iv.li"
concoction,10,0.21,"k@N.k""Ak.Sn="
condensed,9,0.21,"k@n.d""Enst"
confiscating,12,0.21,"k""An.f@.sk%e4.IN"
conformity,10,0.21,"k@n.f""Orm.@.4i"
congregate,10,0.21,"k""AN.gr@.get"
commuting,9,0.21,"k@.mj""u4.IN"
compiling,9,0.21,"k@m.p""aIl.IN"
clauses,7,0.21,"kl""Oz.@z"
clench,6,0.21,"kl""EntS"
clothesline,11,0.21,"kl""oz.l%aIn"
cob,3,0.21,"k""Ab"
Chimera,7,0.21,"kaI.m""I.r@"
Cicero,6,0.21,"s""I.s@`.ro"
cellist,7,0.21,"tS""E.lIst"
centennial,10,0.21,"sEn.t""E.ni@l"
cervix,6,0.21,"s""3`.vIks"
chemists,8,0.21,"k""E.mIsts"
capricious,10,0.21,"k@.pr""I.S@s"
caption,7,0.21,"k""ap.Sn="
caressing,9,0.21,"k@`.r""Es.IN"
categorically,13,0.21,"k%a.4@.g""O.rIk.li"
burrowing,9,0.21,"b""3`.ro.IN"
butterscotch,12,0.21,"b""V.4@`.sk%AtS"
byline,6,0.21,"b""aI.l%aIn"
bypassed,8,0.21,"b""aI.p%ast"
Byzantine,9,0.21,"b""I.zn=.t%in"
cams,4,0.21,"k""amz"
Canterbury,10,0.21,"k""an.4@`.b%E.ri"
bumblebee,9,0.21,"b""Vm.bl=.b%i"
boozer,6,0.21,"b""uz.@`"
bordering,9,0.21,"b""Or.4@`.IN"
Borneo,6,0.21,"b""Or.ni.o"
bratwurst,9,0.21,"br""at.w@`st"
blacken,7,0.21,"bl""ak.@n"
blossomed,9,0.21,"bl""A.sm=d"
behaviors,9,0.21,"bI.h""ev.j@`z"
bicycles,8,0.21,"b""aI.sI.kl=z"
baseballs,9,0.21,"b""es.b%Olz"
bedspread,9,0.21,"b""Ed.spr%Ed"
autobiographical,16,0.21,"%O.4@.baI@.gr""a.fIk.l="
awning,6,0.21,"""O.nIN"
assertive,9,0.21,"@.s""3`4.Iv"
assimilate,10,0.21,"@.s""I.m@.let"
atheists,8,0.21,"""e.Ti.Ists"
Athena,6,0.21,"@.T""i.n@"
atrophy,7,0.21,"""a.tr@.fi"
attackers,9,0.21,"@.t""ak.@`z"
auburn,6,0.21,"""O.b@`n"
auctioneer,10,0.21,"%Ok.Sn=.""Ir"
amply,5,0.21,"""am.pli"
analyzer,8,0.21,"""a.nl=.%aIz.@`"
Apaches,7,0.21,"@.p""a.tSiz"
Akron,5,0.21,"""a.kr@n"
alerting,8,0.21,"@.l""3`4.IN"
alight,6,0.21,"@.l""aIt"
allotment,9,0.21,"@.l""At.m@nt"
amendments,10,0.21,"@.m""End.m@nts"
adder,5,0.21,"""a.4@`"
advent,6,0.21,"""ad.vEnt"
advertisements,14,0.21,"%ad.v@`.t""aIz.m@nts"
advocated,9,0.21,"""ad.v@.k%e4.@d"
absorption,10,0.2,"@b.z""Orp.Sn="
accountability,14,0.2,"@.k%aUn4.@.b""Il.@.4i"
wounding,8,0.2,"w""un4.IN"
wreaths,7,0.2,"r""iTs"
yardstick,9,0.2,"j""Ard.st%Ik"
yeller,6,0.2,"j""El.@`"
zoned,5,0.2,"z""ond"
whither,7,0.2,"hw""I.D@`"
whittle,7,0.2,"hw""I.4l="
whoppers,8,0.2,"hw""Ap.@`z"
wishbone,8,0.2,"w""IS.b%on"
womanizer,9,0.2,"w""U.m@n.%aIz.@`"
wares,5,0.2,"w""Erz"
watt,4,0.2,"w""At"
weathers,8,0.2,"w""E.D@`z"
Virgo,5,0.2,"v""3`.go"
virtuoso,8,0.2,"v%3`.tSu.""o.so"
voracious,9,0.2,"vO.r""e.S@s"
waken,5,0.2,"w""ek.@n"
valiantly,9,0.2,"v""a.lj@nt.li"
vaporize,8,0.2,"v""e.p@`.aIz"
unsteady,8,0.2,"Vn.st""E.4i"
upstage,7,0.2,"%Vp.st""edZ"
unfettered,10,0.2,"Vn.f""E.4@`d"
unfulfilled,11,0.2,"%Vn.fUl.f""Ild"
unintelligible,14,0.2,"%Vn.In.t""E.lI.dZ@.bl="
tutors,6,0.2,"t""u.4@`z"
typewriters,11,0.2,"t""aIp.r%aI4.@`z"
ulna,4,0.2,"""Vl.n@"
unclaimed,9,0.2,"Vn.kl""emd"
uncompromising,14,0.2,"Vn.k""Am.pr@.m%aIz.IN"
trapdoor,8,0.2,"tr""ap.d%Or"
travellers,10,0.2,"tr""a.vl=.@`z"
tricycle,8,0.2,"tr""aI.sI.kl="
tugboat,7,0.2,"t""Vg.b%ot"
toppings,8,0.2,"t""Ap.INz"
townsfolk,9,0.2,"t""aUnz.f%ok"
trampling,9,0.2,"tr""am.pl=.IN"
transcend,9,0.2,"tran.s""End"
transgression,13,0.2,"trans.gr""E.Sn="
tidbit,6,0.2,"t""Id.bIt"
tomahawk,8,0.2,"t""A.m@.hOk"
tenuous,7,0.2,"t""E.nju@s"
theological,11,0.2,"Ti@.l""A.dZI.kl="
syntax,6,0.2,"s""In.taks"
tabby,5,0.2,"t""a.bi"
tallyho,7,0.2,"t%a.li.h""o"
tandem,6,0.2,"t""an.4@m"
tankers,7,0.2,"t""aNk.@`z"
tassel,6,0.2,"t""a.sl="
teamsters,9,0.2,"t""im.st@`z"
surpass,7,0.2,"s@`.p""as"
Suzuki,6,0.2,"s@.z""u.ki"
swag,4,0.2,"sw""ag"
swiping,7,0.2,"sw""aIp.IN"
swum,4,0.2,"sw""Vm"
symbolically,12,0.2,"sIm.b""Al.Ik.li"
symphonies,10,0.2,"s""Im.f@.niz"
substandard,11,0.2,"sVb.st""an.4@`d"
substation,10,0.2,"s""Vb.st%e.Sn="
substituting,12,0.2,"s""Vb.stI.t%u4.IN"
substitution,12,0.2,"s%Vb.stI.t""u.Sn="
subvert,7,0.2,"s@b.v""3`t"
sundial,7,0.2,"s""Vn.d%aI@l"
supersonic,10,0.2,"s%u.p@`.s""A.nIk"
stockpile,9,0.2,"st""Ak.p%aIl"
strangeness,11,0.2,"str""endZ.n@s"
stratosphere,12,0.2,"str""a.4@.sf%Ir"
strumpet,8,0.2,"str""Vm.pIt"
strychnine,10,0.2,"str""Ik.nin"
stubble,7,0.2,"st""V.bl="
stalemate,9,0.2,"st""el.m%et"
steamboat,9,0.2,"st""im.b%ot"
speculations,12,0.2,"sp%E.kj@.l""e.Sn=z"
spokes,6,0.2,"sp""oks"
spores,6,0.2,"sp""Orz"
squab,5,0.2,"skw""Ab"
solids,6,0.2,"s""A.l@dz"
sonnets,7,0.2,"s""A.n@ts"
sown,4,0.2,"s""on"
Sparta,6,0.2,"sp""Ar.4@"
slink,5,0.2,"sl""INk"
slowpoke,8,0.2,"""slo%pok"
snowballs,9,0.2,"sn""o.b%Olz"
sicken,6,0.2,"s""Ik.@n"
sickle,6,0.2,"s""I.kl="
sidewinder,10,0.2,"s""aId.w%aIn4.@`"
simian,6,0.2,"s""I.mi@n"
singularly,10,0.2,"s""IN.gj@.l@`.li"
skeet,5,0.2,"sk""it"
skier,5,0.2,"sk""i@`"
skit,4,0.2,"sk""It"
skyrocket,9,0.2,"sk""aI.r%A.k@t"
shapely,7,0.2,"S""ep.li"
sharpener,9,0.2,"S""Arp.@n.@`"
sherbet,7,0.2,"S""3`.b@t"
shiftless,9,0.2,"S""Ift.l@s"
showboat,8,0.2,"S""o.b%ot"
shrank,6,0.2,"Sr""aNk"
shrouded,8,0.2,"Sr""aU4.@d"
shrug,5,0.2,"Sr""Vg"
septum,6,0.2,"s""Ep.t@m"
serendipity,11,0.2,"s%E.r@n.d""I.p@.4i"
